postcode,szzcd,district
823195,PG,19
823196,PG,19
823199,PG,19
823201,PG,19
823204,PG,19
823207,PG,19
823208,PG,19
823209,PG,19
823210,PG,19
823211,PG,19
823213,PG,19
823258,PG,19
823259,PG,19
823260,PG,19
823261,PG,19
823265,PG,19
823266,PG,19
823267,PG,19
823268,PG,19
823269,PG,19
823270,PG,19
823271,PG,19
823272,PG,19
823273,PG,19
823274,PG,19
823288,PG,19
823289,PG,19
823301,PG,19
823302,PG,19
823303,PG,19
823306,PG,19
823308,PG,19
823312,PG,19
823313,PG,19
823601,PG,19
823602,PG,19
823603,PG,19
823604,PG,19
823612,PG,19
823613,PG,19
823615,PG,19
823617,PG,19
823618,PG,19
823619,PG,19
823622,PG,19
823623,PG,19
823624,PG,19
823632,PG,19
823635,PG,19
823637,PG,19
823638,PG,19
823641,PG,19
823642,PG,19
823665,PG,19
823672,PG,19
823673,PG,19
824101,PG,19
824102,PG,19
824105,PG,19
824106,PG,19
824107,PG,19
824109,PG,19
824110,PG,19
824126,PG,19
824128,PG,19
824167,PG,19
824168,PG,19
824173,PG,19
824174,PG,19
824175,PG,19
824176,PG,19
824195,PG,19
824196,PG,19
824199,PG,19
824201,PG,19
824204,PG,19
824207,PG,19
824211,PG,19
824265,PG,19
824266,PG,19
824268,PG,19
824271,PG,19
824272,PG,19
824273,PG,19
824274,PG,19
824289,PG,19
824301,PG,19
824302,PG,19
824303,PG,19
824305,PG,19
824306,PG,19
824601,PG,19
824612,PG,19
824613,PG,19
824617,PG,19
824618,PG,19
824619,PG,19
824637,PG,19
824642,PG,19
824672,PG,19
825195,PG,19
