OBJECTID,SUBZONE_NO,SUBZONE_N,SUBZONE_C,CA_IND,PLN_AREA_N,PLN_AREA_C,REGION_N,REGION_C,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR,SHAPE_Leng,SHAPE_Area,ADDRESS
167,5,FRANKEL,BDSZ05,N,BEDOK,BD,EAST REGION,ER,B34F041CC4B050EC,2014/12/05,37694.55190000000,33007.26790000000,8750.38629062000,4297140.71351999976,"Frankel Estate, 30A Frankel Avenue, Singapore 458160; Frankel Estate, 30 Frankel Avenue, Singapore 458159; Bus stop after Bethesda Frankel Church (83181); Frankel Estate, 32 Frankel Avenue, Singapore 458162; Frankel Estate, 87 Dunbar Walk, Singapore 459395; Frankel Estate, 45 Frankel Avenue, Singapore 458175; Bus stop before Bethesda Frankel Church (83189); Bethesda Frankel Estate Church, 2 La Salle Street, Singapore 456929; Frankel Estate, 28 Frankel Avenue, Singapore 458157; Frankel Estate, 34 Frankel Avenue, Singapore 458164"
168,4,CLEMENTI NORTH,CLSZ04,N,CLEMENTI,CL,WEST REGION,WR,FE2A39D748C39557,2014/12/05,20613.24500000000,33368.82250000000,4251.44536460000,991039.78066799999,
169,7,LEEDON PARK,BTSZ07,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,BE682D8040DECFEA,2014/12/05,23947.76400000000,33247.68110000000,7565.17005339000,2049551.24988000002,"6 Leedon Park, Singapore 267883; 21 Leedon Park, Singapore 267900; 25 Leedon Park, Singapore 267902; 6A Leedon Park, Singapore 267923; Embassy Of The Socialist Republic Of Vietnam, 10 Leedon Park, Singapore 267887; 19 Leedon Park, Singapore 267898; 27 Leedon Park, Singapore 267903; 12 Leedon Park, Singapore 267889; 8 Leedon Park, Singapore 267885; 12A Leedon Park, Singapore 267924"
170,5,GEYLANG EAST,GLSZ05,N,GEYLANG,GL,CENTRAL REGION,CR,58687154BD252A0A,2014/12/05,35237.16810000000,33246.05870000000,7028.34007067000,2579087.16991000017,"Lifelong Learning Institute, 11 Eunos Road 8, Singapore 408601; Bus stop opposite Cisco Centre (81109)"
171,8,TEBAN GARDENS,JESZ08,N,JURONG EAST,JE,WEST REGION,WR,B2B5A419BCAB53ED,2014/12/05,17965.72250000000,33016.34030000000,8204.29735041000,3187584.07511000009,"Bus stop at Blk 41 (20211); 41 Teban Gardens Road, Singapore 600041; Bus stop at Blk 12 (20219)"
172,2,BOON LAY PLACE,JWSZ02,N,JURONG WEST,JW,WEST REGION,WR,87E39292C52D96D3,2014/12/05,14403.77880000000,36444.62750000000,3708.36628096000,906317.39067899995,"Bus stop at Boon Lay Shop Centre (21449); Bus stop at Blk 207 (21441); Boon Lay Shopping Centre, 221 Boon Lay Place, Singapore 640221; 207 Boon Lay Place, Singapore 640207; 207A Boon Lay Place, Singapore 641207; Bus stop opposite Boon Lay Swimming Complex (21431)"
173,8,BUKIT BATOK EAST,BKSZ08,N,BUKIT BATOK,BK,WEST REGION,WR,7CED8DCEA0FF3FC1,2014/12/05,19566.36130000000,36806.30150000000,2619.55237227000,380201.80275999999,"Hillington Green, 51 Hillview Avenue, Singapore 669565; Chantilly Rise, 80 Hillview Avenue, Singapore 669579; Hillview Green, 73 Hume Avenue, Singapore 598747; Bus stop at Hillbrooks (43251); Hillington Green, 53 Hillview Avenue, Singapore 669566; Hillview Green, 71 Hume Avenue, Singapore 598746; Chantilly Rise, 82 Hillview Avenue, Singapore 669581; 3 Elizabeth Drive, Singapore 669744; Hillbrooks, 88 Hillview Avenue, Singapore 669590; Hillview Green, 61 Hume Avenue, Singapore 598741"
174,6,BUKIT BATOK WEST,BKSZ06,N,BUKIT BATOK,BK,WEST REGION,WR,2CB400C307F6BCD9,2014/12/05,17865.88380000000,36623.21340000000,3414.79942773000,526383.35281499999,"Hillington Green, 51 Hillview Avenue, Singapore 669565; Chantilly Rise, 80 Hillview Avenue, Singapore 669579; Hillview Green, 73 Hume Avenue, Singapore 598747; Bus stop at Hillbrooks (43251); Hillington Green, 53 Hillview Avenue, Singapore 669566; Hillview Green, 71 Hume Avenue, Singapore 598746; Chantilly Rise, 82 Hillview Avenue, Singapore 669581; 3 Elizabeth Drive, Singapore 669744; Hillbrooks, 88 Hillview Avenue, Singapore 669590; Hillview Green, 61 Hume Avenue, Singapore 598741"
175,7,BUKIT BATOK CENTRAL,BKSZ07,N,BUKIT BATOK,BK,WEST REGION,WR,4CE31051AB87CA5E,2014/12/05,18773.55780000000,36680.05240000000,3782.82695881000,800298.56447500002,"630 Bukit Batok Central, Singapore 650630; West Mall, 1 Bukit Batok Central Link, Singapore 658713; 628A Bukit Batok Central, Singapore 651628; 623 Bukit Batok Central, Singapore 650623; 632 Bukit Batok Central, Singapore 650632"
176,7,UPPER PAYA LEBAR,SGSZ07,N,SERANGOON,SG,NORTH-EAST REGION,NER,85166B505D7B3F6B,2014/12/05,32866.52290000000,36522.07410000000,4658.99942771000,898561.29957799998,"251 Upper Paya Lebar Road, Singapore 535003; 269 Upper Paya Lebar Road, Singapore 534911; Bus stop at Wisma AUPE Building (62021); 267 Upper Paya Lebar Road, Singapore 534908; Bus stop at Paya Lebar Gardens (62029); 267A Upper Paya Lebar Road, Singapore 534909; 1 Rochdale Road, Singapore 535814; Wisma AUPE, 295 Upper Paya Lebar Road, Singapore 534929; 267D Upper Paya Lebar Road, Singapore 535001; 5 Rochdale Road, Singapore 535818"
177,3,HONG KAH,JWSZ03,N,JURONG WEST,JW,WEST REGION,WR,714E35D7866DC63D,2014/12/05,15507.93460000000,36890.28100000000,5589.78456121000,1793463.63134999992,"770 Jurong Road, Singapore 649695"
178,2,TUAS PROMENADE,TSSZ02,N,TUAS,TS,WEST REGION,WR,F2BFB371A2C0DEFA,2014/12/05,5918.99560000000,34910.58210000000,13318.77339510000,3188097.30623999983,Bus stop after Tuas Avenue 5 (24529)
179,4,AIRPORT ROAD,PLSZ04,N,PAYA LEBAR,PL,EAST REGION,ER,2C840AED9CEFDB07,2014/12/05,35133.31540000000,37075.31840000000,3433.88480442000,494504.06813700002,"161 Airport Road, Singapore 534193; Defu Industrial Estate, 39 Defu Lane 12, Singapore 539139"
180,6,SERANGOON CENTRAL,SGSZ06,N,SERANGOON,SG,NORTH-EAST REGION,NER,3E0A343DED145DD2,2014/12/05,32157.37460000000,37148.60700000000,4784.62316929000,1061889.35275999992,"Bus stop at Serangoon MRT (66359); Nex / Serangoon Bus Interchange, 23 Serangoon Central, Singapore 556083; Bus stop at Serangoon Interchange (66009); Bus stop at Serangoon MRT (66351); 201 Serangoon Central, Singapore 550201; Serangoon Bus Interchange, 20 Serangoon Avenue 2, Singapore 556138; 202 Serangoon Central, Singapore 550202; 203 Serangoon Central, Singapore 550203"
181,3,BISHAN EAST,BSSZ03,N,BISHAN,BS,CENTRAL REGION,CR,54980EC3DD176721,2014/12/05,30191.90920000000,36882.19390000000,5680.71940217000,1794461.26208000001,"Bishan MRT Station (NS17/CC15), 200 Bishan Road, Singapore 579827; Bus stop at Bishan MRT (53231); Bus stop opposite Bishan MRT (53239); Junction 8 Shopping Centre, 9 Bishan Place, Singapore 579837; Lauw And Sons Garden, 126 Binchang Rise, Singapore 579963; Lauw And Sons Garden, 124 Binchang Rise, Singapore 579962; Lauw And Sons Garden, 122 Binchang Rise, Singapore 579961; Lauw And Sons Garden, 120 Binchang Rise, Singapore 579960; Lauw And Sons Garden, 128 Binchang Rise, Singapore 579964; Lauw And Sons Garden, 138 Binchang Rise, Singapore 579969"
182,3,TAMPINES WEST,TMSZ03,N,TAMPINES,TM,EAST REGION,ER,2E3EA3D1BBF9A601,2014/12/05,39421.65710000000,36739.20690000000,8058.33566026000,3475209.88854999980,
183,3,BRICKWORKS,BKSZ03,N,BUKIT BATOK,BK,WEST REGION,WR,56BA53C9A2E97051,2014/12/05,17861.63640000000,37527.33440000000,4392.36221458000,1225673.64889000007,"3 Jalan Bukit Merah, Singapore 150003; 2A Jalan Bukit Merah, Singapore 152002; 2 Jalan Bukit Merah, Singapore 150002; 12 Jalan Bukit Merah, Singapore 150012; 13 Jalan Bukit Merah, Singapore 150013; 2B Jalan Bukit Merah, Singapore 153002; Bus stop opposite Blk 2 (10131); 14 Jalan Bukit Merah, Singapore 150014; 7 Jalan Bukit Merah, Singapore 150007"
184,9,DEFU INDUSTRIAL PARK,HGSZ09,N,HOUGANG,HG,NORTH-EAST REGION,NER,6BA8E702DD748D19,2014/12/05,34951.39610000000,37089.43300000000,8517.59616931000,1974371.71185000008,
185,4,GUILIN,BKSZ04,N,BUKIT BATOK,BK,WEST REGION,WR,1EC9354628DA67BE,2014/12/05,19151.82760000000,37505.97930000000,5564.33323058000,1085080.08317000000,"Bus stop at Blk 510 (43541); Bus stop at Regent Heights (43549); 510 Bukit Batok Street 52, Singapore 650510; 508 Bukit Batok Street 52, Singapore 650508; 509 Bukit Batok Street 52, Singapore 650509"
186,2,MARYMOUNT,BSSZ02,N,BISHAN,BS,CENTRAL REGION,CR,1363543F3E7844CC,2014/12/05,29287.58530000000,37383.76400000000,6383.47927280000,1964134.53194999998,"Marymount MRT Station (CC16), 60 Marymount Road, Singapore 573993; 58 Marymount Terrace, Singapore 574099; 56 Marymount Terrace, Singapore 574098; 54 Marymount Terrace, Singapore 576382; 302 Shunfu Road, Singapore 570302; 52 Marymount Terrace, Singapore 576381; 50 Marymount Terrace, Singapore 576380; 48 Marymount Terrace, Singapore 576379; 46 Marymount Terrace, Singapore 576378; 44 Marymount Terrace, Singapore 576377"
187,1,WENYA,JWSZ01,N,JURONG WEST,JW,WEST REGION,WR,A6921D5CCCE1A298,2014/12/05,13953.52710000000,37532.72090000000,5864.59281750000,1974943.24460000009,"274B Jurong West Street 25, Singapore 642274; 274 Jurong West Street 25, Singapore 640274; 276A Jurong West Street 25, Singapore 641276; 274C Jurong West Street 25, Singapore 643274; 275 Jurong West Street 25, Singapore 640275; 274A Jurong West Avenue 3, Singapore 641274; 273D Jurong West Avenue 3, Singapore 644273; 275C Jurong West Street 25, Singapore 643275; 276 Jurong West Street 25, Singapore 640276; 275D Jurong West Street 25, Singapore 644275"
188,7,NATURE RESERVE,BPSZ07,N,BUKIT PANJANG,BP,WEST REGION,WR,5E964070D9B0D244,2014/12/05,21822.62730000000,37285.26150000000,9051.90911918000,4141322.43090000004,"Chestervale, 31 Bangkit Road, Singapore 679973"
189,2,TAMPINES EAST,TMSZ02,N,TAMPINES,TM,EAST REGION,ER,21658EAAF84F4D8D,2014/12/05,41122.54700000000,37392.38900000000,10180.62409140000,4339824.13578000013,
190,8,TAI SENG,HGSZ08,N,HOUGANG,HG,NORTH-EAST REGION,NER,83A61CB3DD808C5B,2014/12/05,34043.04540000000,36213.01160000000,6396.62838397000,1796058.93467999995,"Bus stop after Diamond Industrial Building (70281); 61 Upper Paya Lebar Road, Singapore 534816; Guang Ming Industrial Building, 65 Upper Paya Lebar Road, Singapore 534817; Bus stop before Diamond Industrial Building (70289); Leong Huat Building, 6 Harper Road, Singapore 369674; Tai Seng MRT Station (CC11), 33 Upper Paya Lebar Road, Singapore 534803; Irving Industrial Building, 3 Irving Road, Singapore 369522"
191,1,TENGEH,TSSZ01,N,TUAS,TS,WEST REGION,WR,A74ED9CED03678BA,2014/12/05,7798.16770000000,35535.61270000000,9918.46418022000,2251155.70408000005,
192,1,YUHUA WEST,JESZ01,N,JURONG EAST,JE,WEST REGION,WR,6C125B9A8CCB91DA,2014/12/05,16721.25250000000,36571.26460000000,3817.52107182000,776142.49247599998,"Yuhua Community Club (CC), 90 Boon Lay Way, Singapore 609958; Jurong East Neighbourhood Police Centre (NPC), 92 Boon Lay Way, Singapore 609962; Bus stop at Blk 112 (28081); Bus stop before Yuhua Community Center (28089); 216 Jurong East Street 21, Singapore 600216; 219A Jurong East Street 21, Singapore 601219; 110 Jurong East Street 13, Singapore 600110; 218 Jurong East Street 21, Singapore 600218; 221A Jurong East Street 21, Singapore 601221"
193,8,YUNNAN,JWSZ08,N,JURONG WEST,JW,WEST REGION,WR,D3B6116B19FF864D,2014/12/05,12593.14120000000,36299.93350000000,7192.20867524000,2206305.00909999991,"Yunnan Gardens, 72 Yunnan Crescent, Singapore 638297; Yunnan Gardens, 74 Yunnan Crescent, Singapore 638298; Yunnan Gardens, 76 Yunnan Crescent, Singapore 638299; Yunnan Gardens, 70 Yunnan Crescent, Singapore 638296; Yunnan Gardens, 78 Yunnan Crescent, Singapore 638300; Yunnan Gardens, 2 Yunnan Drive 1, Singapore 638246; Yunnan Gardens, 68 Yunnan Crescent, Singapore 638295; Yunnan Gardens, 4 Yunnan Drive 1, Singapore 638247; Yunnan Gardens, 66 Yunnan Crescent, Singapore 638294; 1 Yunnan Drive, Singapore 638271"
194,5,LORONG CHUAN,SGSZ05,N,SERANGOON,SG,NORTH-EAST REGION,NER,8CF45D8EE07ED019,2014/12/05,31327.76280000000,36732.63160000000,5440.34732379000,1180126.11150000012,"Chuan Park, 240 Lorong Chuan, Singapore 556743; Lorong Chuan MRT Station (CC14), 150 Serangoon Ave 3, Singapore 554533; Chuan Park, 242 Lorong Chuan, Singapore 556744; The Springbloom, 141 Serangoon Avenue 3, Singapore 556120; Goldenhill Park Condominium, 62 Mei Hwan Drive, Singapore 568427; The Springbloom, 139 Serangoon Avenue 3, Singapore 556119"
195,4,DUNEARN,NVSZ04,N,NOVENA,NV,CENTRAL REGION,CR,E55224E9EB1AAB39,2014/12/05,26525.52780000000,34268.85470000000,4827.40826399000,1229894.41653999989,"Watten Estate, 444 Dunearn Road, Singapore 289617; Watten Estate, 2 Watten Park, Singapore 287404; Watten Estate, 4 Watten Park, Singapore 287405; 2 Watten Estate Road, Singapore 287510; Watten Estate, 6 Watten Park, Singapore 287406; 1 Duchess Road, Singapore 268977; Watten Estate, 8 Watten Park, Singapore 287407; 442A Dunearn Road, Singapore 289616; Watten Estate, 1 Watten Terrace, Singapore 287225; Watten Estate, 3 Watten Terrace, Singapore 287227"
196,2,SUNSET WAY,CLSZ02,N,CLEMENTI,CL,WEST REGION,WR,D310037B2BD7FD2C,2014/12/05,20805.31310000000,34279.45210000000,4572.13049642000,964682.67927299999,"Clementi Park, 29 Sunset Square, Singapore 597326; Clementi Park, 27 Sunset Square, Singapore 597324; Clementi Park, 115 Sunset Way, Singapore 597149; Clementi Park, 31 Sunset Square, Singapore 597328; Clementi Park, 25 Sunset Square, Singapore 597322; Clementi Park, 23 Sunset Square, Singapore 597320; Clementi Park, 120 Sunset Way, Singapore 597152; Clementi Park, 33 Sunset Square, Singapore 597330; Clementi Park, 21 Sunset Square, Singapore 597318; Clementi Park, 121 Sunset Way, Singapore 597153"
197,2,MACPHERSON,GLSZ02,N,GEYLANG,GL,CENTRAL REGION,CR,A6E1CADF14D4862F,2014/12/05,33774.34830000000,34399.16140000000,4585.78817982000,1263409.40397000010,"Macpherson MRT Station (CC10), 171 Paya Lebar Road, Singapore 409048; 344 Circuit Road, Singapore 379495; 342 Circuit Road, Singapore 379494; 340 Circuit Road, Singapore 379493; 10 Circuit Link, Singapore 378956; 338 Circuit Road, Singapore 379492; 336 Circuit Road, Singapore 379491; Bus stop at Macpherson Station (70391); 334 Circuit Road, Singapore 379490"
198,7,KIM KEAT,TPSZ07,N,TOA PAYOH,TP,CENTRAL REGION,CR,7E3E15992F058B10,2014/12/05,30817.60610000000,34898.89680000000,2500.85227084000,369770.56315000000,"247 Kim Keat Link, Singapore 310247; 295 Lorong 6 Toa Payoh, Singapore 319388; 246 Kim Keat Link, Singapore 310246; 241 Kim Keat Link, Singapore 310241; 242 Kim Keat Link, Singapore 310242; SAFRA Clubhouse Toa Payoh, 293 Lorong 6 Toa Payoh, Singapore 319387; 248 Kim Keat Link, Singapore 310248"
199,4,BEDOK NORTH,BDSZ04,N,BEDOK,BD,EAST REGION,ER,A2254301F85C1EDF,2014/12/05,39429.21040000000,34737.61940000000,8414.96210185000,3203663.49324000021,"Bedok Temporary Bus Interchange, 2 Bedok North Drive, Singapore 465513"
200,2,TOA PAYOH CENTRAL,TPSZ02,N,TOA PAYOH,TP,CENTRAL REGION,CR,F05298981CE86DAB,2014/12/05,29409.74380000000,34982.19620000000,5201.96875215000,1107267.03579000011,"Bus stop at Blk 177 (52239); Bus stop opposite Blk 177 (52231); 177 Toa Payoh Central, Singapore 310177; 178 Toa Payoh Central, Singapore 310178; 79D Toa Payoh Central, Singapore 314079; 79E Toa Payoh Central, Singapore 315079; 183 Toa Payoh Central, Singapore 310183; 79C Toa Payoh Central, Singapore 313079; Central Horizon, 78C Toa Payoh Central, Singapore 313078; 78B Toa Payoh Central, Singapore 312078"
201,1,PAYA LEBAR NORTH,PLSZ01,N,PAYA LEBAR,PL,EAST REGION,ER,3B624AD13872144A,2014/12/05,38291.97880000000,39463.33190000000,4812.86290481000,1287387.26346000005,"Standard Industrial Building, 11 Jalan Mesin, Singapore 368813; 7 Jalan Mesin, Singapore 368812; 4 Jalan Mesin, Singapore 368811; 12 Kampong Ampat, Singapore 368319; 3 Jalan Mesin, Singapore 368810; 8 Kampong Ampat, Singapore 368317; 6 Kampong Ampat, Singapore 368316; 14 Jalan Mesin, Singapore 368814; 14 Kampong Ampat, Singapore 368320; Mactaggart House, 39 Mactaggart Road, Singapore 368084"
202,3,HOUGANG EAST,HGSZ03,N,HOUGANG,HG,NORTH-EAST REGION,NER,EED5DED3CE2CF722,2014/12/05,35128.00080000000,39812.38570000000,3960.44686192000,842667.62612200005,"941 Upper Serangoon Road, Singapore 534709; 943 Upper Serangoon Road, Singapore 534710; 945 Upper Serangoon Road, Singapore 534711; 947 Upper Serangoon Road, Singapore 534712; 949 Upper Serangoon Road, Singapore 534713; 951 Upper Serangoon Road, Singapore 534714; 953 Upper Serangoon Road, Singapore 534715; 1 Simon Road, Singapore 545891; 955 Upper Serangoon Road, Singapore 534716; 3 Simon Road, Singapore 545892"
203,10,LORONG HALUS,HGSZ10,N,HOUGANG,HG,NORTH-EAST REGION,NER,F0518D430182A509,2014/12/05,35870.25680000000,39071.43840000000,5788.96000094000,1333532.98619999993,
204,2,KANGKAR,HGSZ02,N,HOUGANG,HG,NORTH-EAST REGION,NER,BE2E2BB27D14DC52,2014/12/05,35222.44090000000,39071.33990000000,5617.43081118000,1007410.00225000002,"Kangkar LRT Station (SE4), 20 Rivervale Drive, Singapore 545052; Bus stop at Blk 117A (67151); 117B Rivervale Drive, Singapore 542117; 113 Rivervale Walk, Singapore 540113; 117A Rivervale Drive, Singapore 541117; Bus stop at Blk 112 (67159); 112 Rivervale Walk, Singapore 540112; 116D Rivervale Drive, Singapore 544116; 119B Rivervale Drive, Singapore 542119"
205,7,SEMBAWANG HILLS,AMSZ07,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,FE6D048ED663500B,2014/12/05,27715.92360000000,39634.52900000000,4326.11127378000,894516.07576499996,"Sembawang Hills Estate, 39 Sembawang Hills Drive, Singapore 575912; Sembawang Hills Estate, 41 Sembawang Hills Drive, Singapore 575913; Sembawang Hills Estate, 37 Sembawang Hills Drive, Singapore 575911; Sembawang Hills Estate, 43 Sembawang Hills Drive, Singapore 575914; Sembawang Hills Estate, 35 Sembawang Hills Drive, Singapore 575910; Sembawang Hills Estate, 45 Sembawang Hills Drive, Singapore 575915; Sembawang Hills Estate, 92 Jalan Gelenggang, Singapore 578266; Sembawang Hills Estate, 33 Sembawang Hills Drive, Singapore 575909; Sembawang Hills Estate, 90 Jalan Gelenggang, Singapore 578264; Sembawang Hills Estate, 24 Sembawang Hills Drive, Singapore 575902"
206,5,JELEBU,BPSZ05,N,BUKIT PANJANG,BP,WEST REGION,WR,61A034F12715D43D,2014/12/05,20535.39010000000,39769.44450000000,3992.42603071000,911208.28504600003,"Bus stop opposite Bukit Panjang Plaza (44631); Bus stop at Bukit Panjang Plaza (44639); 182 Jelebu Road, Singapore 670182; 181A Jelebu Road, Singapore 671181; Bukit Panjang Plaza, 1 Jelebu Road, Singapore 677743; 183 Jelebu Road, Singapore 670183; 181 Jelebu Road, Singapore 670181; Bus stop at Blk 183 (44259)"
207,2,KEAT HONG,CKSZ02,N,CHOA CHU KANG,CK,WEST REGION,WR,8ADEB58B9C197CD0,2014/12/05,18333.67400000000,39720.61970000000,4680.78329119000,1143813.67458000011,"Keat Hong LRT Station (BP3), 30 Choa Chu Kang Way, Singapore 688266; 122 Teck Whye Lane, Singapore 680122; Keat Hong Mirage, 818 Choa Chu Kang Avenue 1, Singapore 680818; 123 Teck Whye Lane, Singapore 680123; 238 Choa Chu Kang Central, Singapore 680238; 237 Choa Chu Kang Central, Singapore 680237"
208,4,HOUGANG WEST,HGSZ04,N,HOUGANG,HG,NORTH-EAST REGION,NER,27B0E0BDE3579753,2014/12/05,33849.22050000000,39506.87240000000,6424.48213864000,1328876.19766000006,"941 Upper Serangoon Road, Singapore 534709; 943 Upper Serangoon Road, Singapore 534710; 945 Upper Serangoon Road, Singapore 534711; 947 Upper Serangoon Road, Singapore 534712; 949 Upper Serangoon Road, Singapore 534713; 951 Upper Serangoon Road, Singapore 534714; 953 Upper Serangoon Road, Singapore 534715; 1 Simon Road, Singapore 545891; 955 Upper Serangoon Road, Singapore 534716; 3 Simon Road, Singapore 545892"
209,3,PAYA LEBAR WEST,PLSZ03,N,PAYA LEBAR,PL,EAST REGION,ER,4BADA58E2612A6E2,2014/12/05,36649.31060000000,39403.48730000000,5898.47569455000,609894.66804899997,"Paya Lebar MRT Station (EW8/CC9 ), 30 Paya Lebar Road, Singapore 409006; Paya Lebar Square, 60 Paya Lebar Road, Singapore 409051; Paya Lebar MRT Station, 15 Paya Lebar Road, Singapore 409049"
210,4,BANGKIT,BPSZ04,N,BUKIT PANJANG,BP,WEST REGION,WR,434BCF269E20F681,2014/12/05,21431.22860000000,39899.52720000000,4350.13572206000,763183.42944500002,"Bus stop at Bangkit LRT (44329); 245 Bukit Panjang Ring Road, Singapore 670245; Bus stop opposite Bangkit LRT (44321); Bangkit LRT Station (BP9), 20 Bukit Panjang Ring Road, Singapore 679939; 242 Bukit Panjang Ring Road, Singapore 670242; 255 Bangkit Road, Singapore 670255; 244 Bukit Panjang Ring Road, Singapore 670244; 241 Bukit Panjang Ring Road, Singapore 670241; 246 Bangkit Road, Singapore 670246"
211,1,ANAK BUKIT,BTSZ01,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,22AC7070AFD473BD,2014/12/05,21127.19180000000,35561.88400000000,7637.80947893000,2768353.55735999998,Bus stop at Goh & Goh Building (42259)
212,2,SWISS CLUB,BTSZ02,N,BUKIT TIMAH,BT,CENTRAL REGION,CR,7AED94EB01C4B0C6,2014/12/05,23436.26880000000,35866.36790000000,8976.74405286000,3467036.98457999993,"23 Swiss Club Road, Singapore 288118; 20 Swiss Club Road, Singapore 288114; 25 Swiss Club Road, Singapore 288120; 21 Swiss Club Road, Singapore 288115; 16 Swiss Club Road, Singapore 288111; 42 Jalan Kampong Chantek, Singapore 588618; 44 Jalan Kampong Chantek, Singapore 588620; 14 Swiss Club Road, Singapore 288107; 22 Swiss Club Road, Singapore 288116; 27A Swiss Club Road, Singapore 288144"
213,5,XILIN,TMSZ05,N,TAMPINES,TM,EAST REGION,ER,1511CC4BB4BE642B,2014/12/05,43110.61410000000,34607.31320000000,12926.04699380000,7833992.84482999984,Bus stop opposite Global Logistics Centre (96271)
214,4,SIMEI,TMSZ04,N,TAMPINES,TM,EAST REGION,ER,80BC46AD51E70C08,2014/12/05,41431.06310000000,35870.78520000000,7402.56077942000,2778635.65530000022,"Changi General Hospital, 2 Simei Street 3, Singapore 529889; Eastpoint Green, 7 Simei Street 3, Singapore 529893"
215,4,PENG SIANG,CKSZ04,N,CHOA CHU KANG,CK,WEST REGION,WR,38D2C20DFB2C1BB6,2014/12/05,17462.29200000000,40146.41130000000,4555.05795281000,862737.09079299995,
216,2,PASIR RIS WEST,PRSZ02,N,PASIR RIS,PR,EAST REGION,ER,504681216FE2A24B,2014/12/05,39851.40920000000,40140.22370000000,5128.49489035000,1583440.16442000004,"Pasir Ris MRT Station (EW1), 10 Pasir Ris Central, Singapore 519634; White Sands Shopping Centre, 1 Pasir Ris Central Street 3, Singapore 518457"
217,9,YIO CHU KANG WEST,AMSZ09,N,ANG MO KIO,AM,NORTH-EAST REGION,NER,34215498CFFEE6DF,2014/12/05,28750.49790000000,40360.62620000000,3707.00572695000,846137.19730999996,"Yio Chu Kang MRT Station (NS15), 3000 Ang Mo Kio Avenue 8, Singapore 569813; Bus stop at Yio Chu Kang Interchange (55509); Bus stop opposite Yio Chu Kang MRT (55181); 208 Ang Mo Kio Avenue 9, Singapore 569775"
218,5,TRAFALGAR,HGSZ05,N,HOUGANG,HG,NORTH-EAST REGION,NER,86A32783BB5CDD32,2014/12/05,33351.52180000000,40336.79750000000,6199.26749111000,1744387.40739000007,
219,1,TECK WHYE,CKSZ01,N,CHOA CHU KANG,CK,WEST REGION,WR,B0AC5DFFC3C9CC3B,2014/12/05,19269.99420000000,40394.10500000000,4531.98145589000,1001591.78599000000,"Bus stop at Blk 6 (44289); Chin Long Kong Temple, 2 Teck Whye Lane, Singapore 688799; Bus stop at Blk 8 (44281); 8A Teck Whye Lane, Singapore 681008; 4 Teck Whye Lane, Singapore 688800; 6 Teck Whye Avenue, Singapore 680006; 7 Teck Whye Avenue, Singapore 680007; 143 Teck Whye Lane, Singapore 680143"
220,3,CHOA CHU KANG CENTRAL,CKSZ03,N,CHOA CHU KANG,CK,WEST REGION,WR,CCB9716DE31DDEF5,2014/12/05,18465.67200000000,40772.92070000000,4202.49660819000,1097298.79854000011,"227 Choa Chu Kang Central, Singapore 680227; Bus stop at Blk 220 (44489); 226 Choa Chu Kang Central, Singapore 680226; 220 Choa Chu Kang Central, Singapore 680220; Bus stop at Blk 223 (44481); 225 Choa Chu Kang Central, Singapore 680225; 228 Choa Chu Kang Central, Singapore 680228; 221 Choa Chu Kang Central, Singapore 680221; 229 Choa Chu Kang Central, Singapore 680229"
221,2,CHANGI WEST,CHSZ02,N,CHANGI,CH,EAST REGION,ER,7460F2CFB1D7D36C,2014/12/05,44092.33800000000,38928.65850000000,14918.10822070000,4848516.74046000000,
222,3,FAJAR,BPSZ03,N,BUKIT PANJANG,BP,WEST REGION,WR,2F183C2676E91CD1,2014/12/05,21080.95730000000,40748.09260000000,3800.60894051000,668454.43926100002,"Bus stop at Fajar LRT (44771); Fajar LRT Station (BP10), 40 Fajar Road, Singapore 679004; Fajar Spring, 454 Fajar Road, Singapore 670454; Fajar Neighbourhood  Shopping Centre, 446 Fajar Road, Singapore 670446; 453A Fajar Road, Singapore 671453; 434 Bukit Panjang Ring Road, Singapore 670434; Fajar Neighbourhood  Shopping Centre, 445 Fajar Road, Singapore 670445; 446A Fajar Road, Singapore 671446; Bus stop opposite Fajar LRT (44779); 453 Fajar Road, Singapore 670453"
223,1,SENJA,BPSZ01,N,BUKIT PANJANG,BP,WEST REGION,WR,E8D08EFDCD0D5E22,2014/12/05,19897.94660000000,40895.36370000000,3836.25422873000,624877.50011599995,"609 Bukit Panjang Ring Road, Singapore 670609; 611 Bukit Panjang Ring Road, Singapore 670611; 611A Bukit Panjang Ring Road, Singapore 671611; Senja LRT Station (BP13), 90 Bukit Panjang Ring Road, Singapore 679942; 608 Senja Road, Singapore 670608; Senja-Cashew Community Centre (CC), 607 Senja Road, Singapore 670607; 610 Senja Road, Singapore 670610; 613A Bukit Panjang Ring Road, Singapore 671613; 612 Senja Road, Singapore 670612"
