"Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Unit Price ($ psm)","Unit Price ($ psf)","Contract Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","Postal Code","latitude","longitude"
"ECOPOLITAN","136 Punggol Walk  #08-26 ","1","127","Strata","1087400","8562","795","2013-12-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","128 Punggol Walk  #03-09 ","1","83","Strata","706000","8506","790","2013-09-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","128 Punggol Walk  #08-10 ","1","127","Strata","1107400","8720","810","2013-11-14","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","128 Punggol Walk  #06-09 ","1","83","Strata","715000","8614","800","2013-10-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","134 Punggol Walk  #08-24 ","1","106","Strata","942200","8889","826","2013-11-14","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","132 Punggol Walk  #06-19 ","1","111","Strata","939800","8467","787","2013-10-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","124 Punggol Walk  #03-03 ","1","113","Strata","954000","8442","784","2013-12-20","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","130 Punggol Walk  #04-15 ","1","141","Strata","1160800","8233","765","2013-10-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","138 Punggol Walk  #15-31 ","1","113","Strata","961100","8505","790","2013-12-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","126 Punggol Walk  #01-07 ","1","127","Strata","1093300","8609","800","2013-10-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","138 Punggol Walk  #05-31 ","1","113","Strata","952000","8425","783","2014-01-03","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","124 Punggol Walk  #10-04 ","1","102","Strata","875300","8581","797","2013-09-11","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","134 Punggol Walk  #14-22 ","1","142","Strata","1197800","8435","784","2013-12-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","138 Punggol Walk  #04-30 ","1","113","Strata","960100","8496","789","2013-09-16","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","128 Punggol Walk  #13-09 ","1","83","Strata","741000","8928","829","2013-10-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","132 Punggol Walk  #16-17 ","1","115","Strata","921500","8013","744","2013-10-04","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828777","North East Region","Punggol","828777","1.40089671943499","103.896767311418"
"ECOPOLITAN","128 Punggol Walk  #09-12 ","1","116","Strata","985000","8491","789","2013-12-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","134 Punggol Walk  #02-22 ","1","142","Strata","1162500","8187","761","2013-09-16","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","136 Punggol Walk  #07-28 ","1","98","Strata","840500","8577","797","2013-12-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","130 Punggol Walk  #10-14 ","1","106","Strata","887500","8373","778","2013-10-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","138 Punggol Walk  #04-29 ","1","83","Strata","711700","8575","797","2013-12-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","126 Punggol Walk  #16-05 ","1","121","Strata","932400","7706","716","2013-10-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","128 Punggol Walk  #08-09 ","1","83","Strata","721000","8687","807","2013-11-12","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","130 Punggol Walk  #13-16 ","1","111","Strata","941800","8485","788","2013-10-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","136 Punggol Walk  #13-26 ","1","127","Strata","1114300","8774","815","2013-12-20","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","126 Punggol Walk  #04-08 ","1","102","Strata","839600","8231","765","2013-10-18","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","134 Punggol Walk  #10-23 ","1","113","Strata","981400","8685","807","2013-12-09","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","126 Punggol Walk  #11-07 ","1","127","Strata","1104200","8694","808","2013-10-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","128 Punggol Walk  #12-12 ","1","116","Strata","1018000","8776","815","2013-11-11","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","124 Punggol Walk  #14-04 ","1","102","Strata","891300","8738","812","2013-10-21","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","126 Punggol Walk  #07-06 ","1","127","Strata","1086200","8553","795","2013-11-11","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","130 Punggol Walk  #06-15 ","1","141","Strata","1163600","8252","767","2013-09-19","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","130 Punggol Walk  #10-13 ","1","98","Strata","829600","8465","786","2014-01-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","124 Punggol Walk  #10-01 ","1","102","Strata","875300","8581","797","2013-09-17","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","128 Punggol Walk  #09-11 ","1","127","Strata","1095300","8624","801","2013-10-28","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","126 Punggol Walk  #06-06 ","1","127","Strata","1084200","8537","793","2013-10-07","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","136 Punggol Walk  #15-28 ","1","98","Strata","872000","8898","827","2013-10-28","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","124 Punggol Walk  #04-04 ","1","102","Strata","855300","8385","779","2013-09-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","134 Punggol Walk  #06-23 ","1","113","Strata","972400","8605","799","2013-10-28","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","130 Punggol Walk  #08-15 ","1","141","Strata","1205800","8552","794","2013-10-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","138 Punggol Walk  #12-30 ","1","113","Strata","949100","8399","780","2013-10-28","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","136 Punggol Walk  #05-27 ","1","113","Strata","971400","8596","799","2013-09-06","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","128 Punggol Walk  #16-09 ","1","98","Strata","759800","7753","720","2013-10-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828775","North East Region","Punggol","828775","1.40103013344962","103.897211999657"
"ECOPOLITAN","124 Punggol Walk  #16-01 ","1","117","Strata","906100","7744","719","2013-09-18","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","138 Punggol Walk  #06-29 ","1","83","Strata","720700","8683","807","2013-12-20","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","136 Punggol Walk  #09-28 ","1","98","Strata","848000","8653","804","2013-10-14","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","130 Punggol Walk  #08-16 ","1","111","Strata","935100","8424","783","2013-11-11","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828776","North East Region","Punggol","828776","1.40131658521567","103.89684625772"
"ECOPOLITAN","124 Punggol Walk  #11-04 ","1","102","Strata","879300","8621","801","2013-10-23","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","126 Punggol Walk  #05-08 ","1","102","Strata","867900","8509","790","2013-11-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","124 Punggol Walk  #06-02 ","1","113","Strata","939100","8311","772","2013-10-14","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","138 Punggol Walk  #16-31 ","1","134","Strata","985300","7353","683","2014-01-10","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828700","North East Region","Punggol","828700","1.40045551932079","103.897659633055"
"ECOPOLITAN","136 Punggol Walk  #15-26 ","1","127","Strata","1113200","8765","814","2013-10-02","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","126 Punggol Walk  #02-05 ","1","106","Strata","861600","8128","755","2013-11-08","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
"ECOPOLITAN","124 Punggol Walk  #07-01 ","1","102","Strata","864300","8474","787","2013-09-25","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828773","North East Region","Punggol","828773","1.40095786573215","103.897803793606"
"ECOPOLITAN","136 Punggol Walk  #13-28 ","1","98","Strata","864000","8816","819","2013-11-07","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","Private","19","82","828699","North East Region","Punggol","828699","1.40056056187707","103.897370287326"
"ECOPOLITAN","134 Punggol Walk  #13-22 ","1","142","Strata","1192800","8400","780","2013-10-11","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828778","North East Region","Punggol","828778","1.40068962719267","103.89700799448"
"ECOPOLITAN","126 Punggol Walk  #11-06 ","1","127","Strata","1088200","8569","796","2013-12-05","Executive Condominium","99 Yrs From 04/12/2012","Uncompleted","New Sale","HDB","19","82","828774","North East Region","Punggol","828774","1.40092989065549","103.897490890586"
